comment,sentiment,source
My Brother (age 32) got Covishield: No side-effects,positive,NT
My neighbor (age 20) got Covaxin: Mild side-effects. Lasted 1 day,positive,NT
"Getting the vaccine will greatly diminish the chance that you will get Covid. It will also eliminate the chance that if you get covid-19, it will not be serious enough to put you in the hospital.",positive,NT
"No….many reasons. Its experimental, no liability for manufacturers, it's a vax for basically a flu variant, it's ineffective…..",positive,NT
"Being vaccinated is the ONLY way to stop the virus from spreading, infecting more people which could lead to more illness and death.",positive,NT
because it was proven effective and safe which is good enough for me! I don’t want to stay susceptible to a deadly virus.,positive,NT
"I would recommend getting vaccinated. It protects not only you but also those who are close to you and the people you love. If you don’t want to get it for your own protection, get it for them.",positive,NT
Because I actually care about other people. I am not a selfish prick or a gullible fool who believes every conspiracy or insane lie put out by people to control the masses.,positive,NT
"“Belief” is the wrong verb. The verb you are looking for is “know.” I know that the vaccines being given in the USA (Pfizer, JJ, Moderna) are very safe indeed. And I know the risks of these vaccines are much, much less than the risks of disease.",positive,NT
"Yes, the Covid-19 vaccine is safe and has been safely given to hundreds of millions of people around the world. A small handful of people have had blood clots after being vaccinated, but this is because they have a very rare medical condition, and most were successfully treated. To give you an idea of how rare the chances of blood clots are, you have a greater chance of dying in an aircraft crash or about the same chance of dying from handling fireworks.",positive,NT
"Yes it’s safe. Perfect it is not, however there have been very very few adverse reactions with over 1.3 billion doses given so far, and there have been over three million Covid19 deaths, and most likely the Covid19 deaths have been somewhat underreported. Of course it is safe and it is the only sure way to get the Covid19 pandemic under control!",positive,NT
"“Safe” in this context is not binary. I believe the COVID-19 vaccine will make me, and the people around me, much safer than not being vaccinated makes me and the people around me. That’s what counts.",positive,NT
"The vaccines have gone through the various testing (if i remember correctly six) phases before being administered. At least 400 millions across the world have received the vaccines, if not more. Of course < 1 % have had issues - mild, severe and fatal. No vaccine, developed even decades ago, is 100 % effective and safe.",positive,NT
The technology along with the subunit-vaccine technology has helped us to eradicate and control many diseases. The vaccines made by this technology (inactivated vaccines and subunit vaccines) have been administered to billions of people safely.,negative,NT
"I am not sure why the most developed countries of the world have chosen to rely on newer non-time-tested technologies of viral-vector vaccine and especially the genetic-vaccine technology, which has never been used previously.",positive,NT
The technology along with the subunit-vaccine technology has helped us to eradicate and control many diseases. The vaccines made by this technology (inactivated vaccines and subunit vaccines) have been administered to billions of people safely.,negative,Quora
"I am not sure why the most developed countries of the world have chosen to rely on newer non-time-tested technologies of viral-vector vaccine and especially the genetic-vaccine technology, which has never been used previously.",positive,Quora
As on date - Covaxin has the GREATEST ADVANTAGE over COVISHIELD,negative,Quora
Covaxins Chemicals are almost entirely available for manufacture,negative,Quora
"Simply, there is not enough data. For that matter, no single vaccine is proved to be the best.",positive,Quora
Both AstraZeneca and Johnson & Johnson vaccines are known to cause blood clots in rare cases,positive,Quora
My Mother age 62 got Covaxin. No side effects,negative,Quora
"I (age 29) got Covishield. Got all side effects : Fever, headache, nausea, body aches. Lasted 1.5 days",positive,Quora
My Brother (age 32) got Covishield: No side-effects,negative,Quora
My neighbor (age 20) got Covaxin: Mild side-effects. Lasted 1 day,positive,Quora
My Neighbor’s mother (age 47) got Covishield : no Side effects,negative,Quora
"My colleague (age 35, in US) got Pfizer : 0 side-effects",negative,Quora
